Date,QQQM
2023-03-20,123.43956756591797
2023-03-21,125.23550415039062
2023-03-22,123.50825500488281
2023-03-23,125.03923797607422
2023-03-24,125.48086547851562
2023-03-27,124.6368637084961
2023-03-28,123.96953582763672
2023-03-29,126.24635314941406
2023-03-30,127.42401885986328
2023-03-31,129.5536651611328
2023-04-03,129.2101593017578
2023-04-04,128.78817749023438
2023-04-05,127.46328735351562
2023-04-06,128.3759765625
2023-04-10,128.2876434326172
2023-04-11,127.45347595214844
2023-04-12,126.31505584716797
2023-04-13,128.85684204101562
2023-04-14,128.6016845703125
2023-04-17,128.69979858398438
2023-04-18,128.6703643798828
2023-04-19,128.6703643798828
2023-04-20,127.64973449707031
2023-04-21,127.76750183105469
2023-04-24,127.5319595336914
2023-04-25,125.10794067382812
2023-04-26,125.84398651123047
2023-04-27,129.2886962890625
2023-04-28,130.21115112304688
2023-05-01,130.014892578125
2023-05-02,128.8666534423828
2023-05-03,128.07174682617188
2023-05-04,127.6791763305664
2023-05-05,130.35841369628906
2023-05-08,130.70188903808594
2023-05-09,129.85791015625
2023-05-10,131.23182678222656
2023-05-11,131.68328857421875
2023-05-12,131.16311645507812
2023-05-15,131.92860412597656
2023-05-16,132.05618286132812
2023-05-17,133.6165771484375
2023-05-18,136.12899780273438
2023-05-19,135.80511474609375
2023-05-22,136.35470581054688
2023-05-23,134.54893493652344
2023-05-24,133.89137268066406
2023-05-25,137.12014770507812
2023-05-26,140.64340209960938
2023-05-30,141.2518768310547
2023-05-31,140.42747497558594
2023-06-01,142.09585571289062
2023-06-02,143.1949920654297
2023-06-05,143.24407958984375
2023-06-06,143.24407958984375
2023-06-07,140.82000732421875
2023-06-08,142.47857666015625
2023-06-09,143.0674285888672
2023-06-12,145.51107788085938
2023-06-13,146.66912841796875
2023-06-14,147.72903442382812
2023-06-15,149.456298828125
2023-06-16,148.50433349609375
2023-06-20,148.3539581298828
2023-06-21,146.398193359375
2023-06-22,148.04928588867188
2023-06-23,146.55545043945312
2023-06-26,144.66845703125
2023-06-27,147.1156463623047
2023-06-28,147.4104766845703
2023-06-29,147.10581970214844
2023-06-30,149.36622619628906
2023-07-03,149.73973083496094
2023-07-05,149.6905975341797
2023-07-06,148.5406951904297
2023-07-07,148.1180877685547
2023-07-10,148.14756774902344
2023-07-11,148.82568359375
2023-07-12,150.72251892089844
2023-07-13,153.25816345214844
2023-07-14,153.28762817382812
2023-07-17,154.63406372070312
2023-07-18,155.97067260742188
2023-07-19,155.8035888671875
2023-07-20,152.3245086669922
2023-07-21,151.88221740722656
2023-07-24,152.12791442871094
2023-07-25,153.1991424560547
2023-07-26,152.6193389892578
2023-07-27,152.2655029296875
2023-07-28,155.01734924316406
2023-07-31,155.2139129638672
2023-08-01,154.781494140625
2023-08-02,151.38101196289062
2023-08-03,151.09597778320312
2023-08-04,150.42767333984375
2023-08-07,151.666015625
2023-08-08,150.37852478027344
2023-08-09,148.70777893066406
2023-08-10,149.0517578125
2023-08-11,148.07876586914062
2023-08-14,149.77899169921875
2023-08-15,148.18690490722656
2023-08-16,146.56527709960938
2023-08-17,144.9730987548828
2023-08-18,144.77658081054688
2023-08-21,147.17457580566406
2023-08-22,146.92889404296875
2023-08-23,149.28759765625
2023-08-24,146.02471923828125
2023-08-25,147.2335662841797
2023-08-28,148.3539581298828
2023-08-29,151.49891662597656
2023-08-30,152.4129180908203
2023-08-31,152.7568817138672
2023-09-01,152.69793701171875
2023-09-05,152.87486267089844
2023-09-06,151.5775604248047
2023-09-07,150.42767333984375
2023-09-08,150.64390563964844
2023-09-11,152.44241333007812
2023-09-12,150.75201416015625
2023-09-13,151.34169006347656
2023-09-14,152.5603485107422
2023-09-15,149.87730407714844
2023-09-18,150.10867309570312
2023-09-19,149.803466796875
2023-09-20,147.64767456054688
2023-09-21,144.86187744140625
2023-09-22,144.95045471191406
2023-09-25,145.6395263671875
2023-09-26,143.41485595703125
2023-09-27,143.779052734375
2023-09-28,144.9307861328125
2023-09-29,145.1079864501953
2023-10-02,146.32859802246094
2023-10-03,143.7101287841797
2023-10-04,145.69857788085938
2023-10-05,145.22610473632812
2023-10-06,147.64767456054688
2023-10-09,148.4351806640625
2023-10-10,149.2423858642578
2023-10-11,150.3252410888672
2023-10-12,149.78379821777344
2023-10-13,147.9232940673828
2023-10-16,149.63612365722656
2023-10-17,149.13409423828125
2023-10-18,147.15550231933594
2023-10-19,145.75767517089844
2023-10-20,143.61172485351562
2023-10-23,144.03500366210938
2023-10-24,145.4229736328125
2023-10-25,141.8791961669922
2023-10-26,139.05401611328125
2023-10-27,139.87103271484375
2023-10-30,141.42637634277344
2023-10-31,142.0760955810547
2023-11-01,144.63543701171875
2023-11-02,147.1751708984375
2023-11-03,148.93722534179688
2023-11-06,149.4983367919922
2023-11-07,150.93551635742188
2023-11-08,151.0536651611328
2023-11-09,149.91175842285156
2023-11-10,153.2094268798828
2023-11-13,152.7960205078125
2023-11-14,156.0543212890625
2023-11-15,156.18226623535156
2023-11-16,156.32009887695312
2023-11-17,156.35946655273438
2023-11-20,158.24948120117188
2023-11-21,157.33401489257812
2023-11-22,157.9837188720703
2023-11-24,157.75729370117188
2023-11-27,157.59982299804688
2023-11-28,158.0132293701172
2023-11-29,157.89511108398438
2023-11-30,157.45211791992188
2023-12-01,157.92462158203125
2023-12-04,156.4480438232422
2023-12-05,156.8615264892578
2023-12-06,155.9263458251953
2023-12-07,158.18057250976562
2023-12-08,158.84996032714844
2023-12-11,160.20843505859375
2023-12-12,161.5176544189453
2023-12-13,163.52577209472656
2023-12-14,163.37814331054688
2023-12-15,164.02784729003906
2023-12-18,165.24237060546875
2023-12-19,166.04156494140625
2023-12-20,163.5946807861328
2023-12-21,165.50875854492188
2023-12-22,165.77516174316406
2023-12-26,166.7716522216797
2023-12-27,167.08740234375
2023-12-28,167.01834106445312
2023-12-29,166.2882080078125
2024-01-02,163.48614501953125
2024-01-03,161.72994995117188
2024-01-04,160.93075561523438
2024-01-05,161.13796997070312
2024-01-08,164.47279357910156
2024-01-09,164.7885284423828
2024-01-10,165.91331481933594
2024-01-11,166.2882080078125
2024-01-12,166.347412109375
2024-01-16,166.31781005859375
2024-01-17,165.38050842285156
2024-01-18,167.81748962402344
2024-01-19,171.07342529296875
2024-01-22,171.28062438964844
2024-01-23,172.04031372070312
2024-01-24,172.94801330566406
2024-01-25,173.14537048339844
2024-01-26,172.13900756835938
2024-01-29,173.8951873779297
2024-01-30,172.71121215820312
2024-01-31,169.3171844482422
2024-02-01,171.3990020751953
2024-02-02,174.30960083007812
2024-02-05,174.02346801757812
2024-02-06,173.68798828125
2024-02-07,175.44422912597656
2024-02-08,175.78953552246094
2024-02-09,177.49642944335938
2024-02-12,176.80580139160156
2024-02-13,174.04319763183594
2024-02-14,175.9671630859375
2024-02-15,176.49005126953125
2024-02-16,174.88185119628906
2024-02-20,173.55975341796875
2024-02-21,172.83949279785156
2024-02-22,177.95028686523438
2024-02-23,177.4076385498047
2024-02-26,177.33856201171875
2024-02-27,177.75296020507812
2024-02-28,176.79591369628906
2024-02-29,178.27586364746094
2024-03-01,181.02859497070312
2024-03-04,180.31822204589844
2024-03-05,177.1116485595703
2024-03-06,178.25616455078125
2024-03-07,180.93983459472656
2024-03-08,178.32521057128906
2024-03-11,177.67401123046875
2024-03-12,180.18997192382812
2024-03-13,178.81854248046875
2024-03-14,178.39427185058594
2024-03-15,176.25326538085938
2024-03-18,177.92886352539062
2024-03-19,178.3638153076172
2024-03-20,180.49908447265625
2024-03-21,181.31959533691406
2024-03-22,181.48764038085938
2024-03-25,180.90438842773438
2024-03-26,180.31124877929688
2024-03-27,180.97360229492188
2024-03-28,180.59796142578125
2024-04-01,181.0131378173828
2024-04-02,179.4215850830078
2024-04-03,179.82687377929688
2024-04-04,177.0688018798828
2024-04-05,179.16455078125
2024-04-08,179.23374938964844
2024-04-09,179.8664093017578
2024-04-10,178.31439208984375
2024-04-11,181.1910858154297
2024-04-12,178.26498413085938
2024-04-15,175.32899475097656
2024-04-16,175.3388671875
2024-04-17,173.22335815429688
2024-04-18,172.26449584960938
2024-04-19,168.67605590820312
2024-04-22,170.37637329101562
2024-04-23,172.89715576171875
2024-04-24,173.4803924560547
2024-04-25,172.64999389648438
2024-04-26,175.31912231445312
2024-04-29,176.02096557617188
2024-04-30,172.67967224121094
2024-05-01,171.46376037597656
2024-05-02,173.6385498046875
2024-05-03,177.14791870117188
2024-05-06,179.11512756347656
2024-05-07,179.11512756347656
2024-05-08,179.00636291503906
2024-05-09,179.40179443359375
2024-05-10,179.81698608398438
2024-05-13,180.251953125
2024-05-14,181.39866638183594
2024-05-15,184.21604919433594
2024-05-16,183.8601531982422
2024-05-17,183.78109741210938
2024-05-20,185.05628967285156
2024-05-21,185.42205810546875
2024-05-22,185.37261962890625
2024-05-23,184.56199645996094
2024-05-24,186.3216552734375
2024-05-28,187.0136260986328
2024-05-29,185.72850036621094
2024-05-30,183.7217559814453
2024-05-31,183.74151611328125
2024-06-03,184.35443115234375
2024-06-04,184.8289337158203
2024-06-05,188.54588317871094
2024-06-06,188.51620483398438
2024-06-07,188.34815979003906
2024-06-10,189.089599609375
2024-06-11,190.39447021484375
2024-06-12,192.85592651367188
2024-06-13,193.93344116210938
2024-06-14,194.931884765625
2024-06-17,197.32418823242188
2024-06-18,197.38351440429688
2024-06-20,195.85122680664062
2024-06-21,195.2778778076172
2024-06-24,193.12925720214844
2024-06-25,195.327392578125
2024-06-26,195.75315856933594
2024-06-27,196.23834228515625
2024-06-28,195.16900634765625
2024-07-01,196.376953125
2024-07-02,198.4265899658203
2024-07-03,200.0702362060547
2024-07-05,202.1792449951172
2024-07-08,202.68423461914062
2024-07-09,202.83274841308594
2024-07-10,204.96157836914062
2024-07-11,200.44647216796875
2024-07-12,201.6643829345703
2024-07-15,202.18914794921875
2024-07-16,202.24855041503906
2024-07-17,196.34725952148438
2024-07-18,195.3571319580078
2024-07-19,193.63424682617188
2024-07-22,196.53538513183594
2024-07-23,195.83236694335938
2024-07-24,188.84190368652344
2024-07-25,186.69326782226562
2024-07-26,188.67356872558594
2024-07-29,189.030029296875
2024-07-30,186.4358367919922
2024-07-31,191.85195922851562
2024-08-01,187.32696533203125
2024-08-02,182.8514862060547
2024-08-05,177.59376525878906
2024-08-06,179.13841247558594
2024-08-07,177.1779022216797
2024-08-08,182.55441284179688
2024-08-09,183.514892578125
2024-08-12,183.98025512695312
2024-08-13,188.5052490234375
2024-08-14,188.57456970214844
2024-08-15,193.34710693359375
2024-08-16,193.57481384277344
2024-08-19,196.11952209472656
2024-08-20,195.69375610351562
2024-08-21,196.64431762695312
2024-08-22,193.50552368164062
2024-08-23,195.58485412597656
2024-08-26,193.70355224609375
2024-08-27,194.3075408935547
2024-08-28,192.11929321289062
2024-08-29,191.80245971679688
2024-08-30,194.1491241455078
2024-09-03,188.2082061767578
2024-09-04,187.68344116210938
2024-09-05,187.9111785888672
2024-09-06,182.8811798095703
